"","TimeofDay","AirTemp","Humidity","Dewpoint","BarPres","WindSpeed","SolarRad"
"20140",1900,29.54,53.85,19.22,101.52,1.604,78.2
"20141",1915,29.25,54.13,19.04,101.52,1.471,44.06
"20142",1930,28.61,57.71,19.47,101.51,1.164,19.35
"20143",1945,28.29,57.06,18.99,101.52,1.016,8.14
"20144",2000,27.18,65.68,20.2,101.51,0.581,4.29
"20145",2015,25.96,72.1,20.55,101.52,0.5,4.16
"20146",2030,25.42,74.1,20.5,101.54,0.529,4.16
"20147",2045,25.38,73.8,20.39,101.56,0.56,4.17
"20148",2100,26.28,64.62,19.08,101.58,1.025,4.17
"20149",2115,26.72,62.9,19.08,101.6,0.831,4.17
"20150",2130,26.35,65.19,19.3,101.62,0.809,4.17
"20151",2145,25.15,74.1,20.22,101.63,0.767,4.17
"20152",2200,24.22,78.9,20.35,101.63,0.627,4.17
"20153",2215,23.72,80.7,20.22,101.63,0.571,4.17
"20154",2230,23.56,81.2,20.16,101.63,0.559,4.17
"20155",2245,24.14,73.8,19.18,101.63,0.549,4.17
"20156",2300,24.89,69.02,18.84,101.62,0.669,4.17
"20157",2315,25.02,68.1,18.75,101.62,0.721,4.17
"20158",2330,24.93,69.07,18.88,101.63,0.76,4.16
"20159",2345,24.22,73.9,19.29,101.63,1.054,4.17
"20160",2400,23.35,78.1,19.33,101.64,0.609,4.17
"20161",15,23.28,79.1,19.47,101.63,0.619,4.17
"20162",30,23.14,80.5,19.62,101.61,0.547,4.17
"20163",45,22.52,84.1,19.71,101.59,0.71,4.16
"20164",100,22.19,85.3,19.63,101.59,0.667,4.16
"20165",115,22.29,85.6,19.77,101.58,0.825,4.17
"20166",130,22.31,85.4,19.75,101.58,0.84,4.16
"20167",145,22.32,85.7,19.83,101.56,0.595,4.17
"20168",200,22.22,86.9,19.95,101.53,0.534,4.17
"20169",215,22.01,87.6,19.87,101.52,0.71,4.17
"20170",230,21.66,89.2,19.83,101.51,0.779,4.17
"20171",245,21.35,90.9,19.83,101.5,0.53,4.17
"20172",300,21.41,91.6,20,101.5,0.704,4.17
"20173",315,21.35,91.7,19.95,101.51,0.475,4.18
"20174",330,21.49,92.3,20.21,101.52,1.175,4.17
"20175",345,22,91.5,20.56,101.52,1.563,4.17
"20176",400,21.93,91.9,20.57,101.53,1.413,4.17
"20177",415,22.03,91.7,20.64,101.53,1.272,4.17
"20178",430,22.02,91.7,20.63,101.53,1.166,4.17
"20179",445,21.8,92.2,20.5,101.53,0.917,4.17
"20180",500,21.85,92.7,20.63,101.53,0.639,4.17
"20181",515,21.94,92.9,20.76,101.54,1.018,4.17
"20182",530,21.89,92.9,20.71,101.55,0.819,4.17
"20183",545,21.33,92.7,20.12,101.56,0.855,4.43
"20184",600,21.09,93.9,20.08,101.57,0.579,8.57
"20185",615,21.49,94.6,20.59,101.57,1.028,18.23
"20186",630,21.77,94.4,20.84,101.59,1.384,37.79
"20187",645,22,93.9,20.99,101.6,1.435,62.19
"20188",700,22.09,93.8,21.05,101.63,1.691,84.2
"20189",715,22.1,93.8,21.08,101.65,1.723,100.2
"20190",730,22.34,93.8,21.32,101.67,1.73,110
"20191",745,22.56,93.7,21.51,101.68,1.56,163.3
"20192",800,22.89,93,21.71,101.7,2.018,165
"20193",815,22.92,92.9,21.72,101.72,1.908,131
"20194",830,23.15,92.6,21.9,101.74,2.224,181.8
"20195",845,23.29,92,21.92,101.74,1.826,108.5
"20196",900,23.45,91.6,22.02,101.74,1.782,137.1
"20197",915,23.58,91.1,22.06,101.74,1.839,152.8
"20198",930,23.52,91.3,22.04,101.74,1.851,140.8
"20199",945,23.72,90.8,22.15,101.76,1.731,169.1
"20200",1000,24.07,89.4,22.24,101.77,1.874,118.7
"20201",1015,24.09,89.4,22.24,101.78,2.01,132.2
"20202",1030,24.17,89.1,22.28,101.78,2.323,129.3
"20203",1045,24.27,88.3,22.22,101.78,2.408,179
"20204",1100,24.3,88.1,22.23,101.78,2.937,227.6
"20205",1115,24.85,85.7,22.31,101.78,2.531,335.8
"20206",1130,25.4,83.6,22.45,101.77,2.435,574.8
"20207",1145,26.02,80.2,22.35,101.76,2.337,614.8
"20208",1200,25.94,80.9,22.42,101.75,2.32,517.6
"20209",1215,26.39,79.4,22.56,101.73,2.037,662.6
"20210",1230,26.92,78,22.77,101.72,2.532,585.4
"20211",1245,26.75,77.1,22.44,101.72,2.39,370
"20212",1300,27.1,74.9,22.28,101.7,2.047,430.5
"20213",1315,27.6,73.2,22.38,101.67,2.374,721
"20214",1330,28.08,69.64,22.02,101.66,1.943,669.8
"20215",1345,28.32,69.12,22.14,101.66,2.288,679.2
"20216",1400,28.28,69.84,22.26,101.64,2.603,296.9
"20217",1415,28.37,69.41,22.25,101.61,1.528,631.8
"20218",1430,29.33,66.33,22.41,101.59,1.513,539.5
"20219",1445,29.25,66.34,22.35,101.58,1.976,685.9
"20220",1500,29.31,65.58,22.22,101.57,1.833,473
"20221",1515,28.81,66.84,22.05,101.56,1.895,193.4
"20222",1530,28.74,67.92,22.25,101.55,1.588,216.3
"20223",1545,27.57,73,22.3,101.56,3.435,176.3
"20224",1600,26.83,73.7,21.74,101.56,2.24,219.6
"20225",1615,26.5,74.2,21.54,101.56,1.46,197.7
"20226",1630,26.93,73.3,21.77,101.53,1.334,244
"20227",1645,27.38,71.5,21.8,101.51,1.404,275.5
"20228",1700,27.75,69.64,21.71,101.52,1.203,226.7
"20229",1715,27.82,68.7,21.55,101.52,1.231,199.1
"20230",1730,28.05,67.64,21.52,101.52,1.004,201.5
"20231",1745,28.26,67.98,21.81,101.52,0.771,144.8
"20232",1800,28.04,68.14,21.63,101.52,0.963,82.4
"20233",1815,27.88,69.53,21.81,101.51,0.958,82.1
"20234",1830,27.98,69,21.78,101.51,1.229,93.6
"20235",1845,27.84,71.3,22.17,101.52,1.338,101.1
"20236",1900,27.69,71.6,22.12,101.53,1.096,76.4
"20237",1915,27.57,72.3,22.14,101.56,1.999,48.75
"20238",1930,26.68,78.9,22.74,101.57,2.435,22.43
"20239",1945,26.28,80.2,22.62,101.58,2.243,8.15
"20240",2000,25.99,77.7,21.82,101.59,2.902,4.17
"20241",2015,25.54,78,21.45,101.57,2.643,4.16
"20242",2030,25.24,79.7,21.5,101.59,2.999,4.16
"20243",2045,24.93,80.6,21.39,101.61,2.988,4.15
"20244",2100,24.65,82.2,21.43,101.63,2,4.14
"20245",2115,24.33,83.9,21.44,101.65,1.444,4.15
"20246",2130,23.86,86.4,21.46,101.68,1.838,4.15
"20247",2145,23.53,88.3,21.5,101.7,2.055,4.16
"20248",2200,23.3,88.9,21.37,101.72,2.307,4.17
"20249",2215,23.17,89.4,21.35,101.72,2.508,4.17
"20250",2230,23.01,90.3,21.35,101.73,2.302,4.17
"20251",2245,22.88,90.9,21.34,101.75,2.206,4.17
"20252",2300,22.85,91.3,21.37,101.75,2.213,4.17
"20253",2315,22.81,91.9,21.43,101.75,2.294,4.17
"20254",2330,22.72,92.5,21.46,101.74,2.166,4.16
"20255",2345,22.7,93,21.53,101.73,2.192,4.16
"20256",2400,22.73,93.2,21.6,101.74,2.092,4.17
"20257",15,22.85,93.3,21.73,101.75,2.226,4.17
"20258",30,22.98,93,21.81,101.73,2.724,4.17
"20259",45,23.11,92.5,21.84,101.72,3.228,4.17
"20260",100,23.23,91.7,21.81,101.72,3.504,4.17
"20261",115,23.28,91.2,21.77,101.72,3.609,4.17
"20262",130,23.22,90.9,21.68,101.71,3.816,4.17
"20263",145,23.07,90.9,21.52,101.68,3.586,4.17
"20264",200,22.93,91.2,21.44,101.67,3.668,4.17
"20265",215,22.89,91.7,21.48,101.67,3.411,4.16
"20266",230,22.91,91.8,21.51,101.66,3.32,4.17
"20267",245,22.92,91.5,21.47,101.65,3.371,4.17
"20268",300,22.95,90.8,21.37,101.66,3.402,4.16
"20269",315,22.95,90.6,21.34,101.67,3.281,4.17
"20270",330,22.96,90.3,21.3,101.67,3.159,4.17
"20271",345,22.94,90.2,21.28,101.68,3.318,4.17
"20272",400,22.9,90.2,21.23,101.67,3.625,4.17
"20273",415,22.84,90.1,21.15,101.67,3.44,4.17
"20274",430,22.82,90,21.12,101.68,3.013,4.17
"20275",445,22.81,90.2,21.14,101.68,2.948,4.17
"20276",500,22.74,90.6,21.14,101.69,2.946,4.17
"20277",515,22.73,90.9,21.18,101.71,2.806,4.17
"20278",530,22.69,90.9,21.14,101.71,2.884,4.17
"20279",545,22.6,91.2,21.1,101.71,2.603,4.31
"20280",600,22.66,91.1,21.15,101.72,2.783,6.87
"20281",615,22.71,90.5,21.09,101.73,3.285,12.32
"20282",630,22.77,90.3,21.12,101.74,2.786,19.63
"20283",645,22.86,90.2,21.19,101.76,2.723,33.22
"20284",700,22.98,89.6,21.19,101.78,2.921,54.54
"20285",715,23.1,88.9,21.19,101.81,2.979,62.97
"20286",730,23.15,88.9,21.23,101.83,2.93,55.84
"20287",745,23.28,88.2,21.23,101.85,3.481,101.6
"20288",800,23.43,88,21.35,101.85,3.182,139.2
"20289",815,23.67,86.2,21.24,101.85,3.171,128.7
"20290",830,23.79,86,21.31,101.86,3.201,148.9
"20291",845,24.04,85.1,21.41,101.87,2.951,195.8
"20292",900,24.46,83.4,21.48,101.86,3.529,333.4
"20293",915,24.96,80.1,21.32,101.87,3.771,373.1
"20294",930,25.21,79.7,21.46,101.89,2.84,276.3
"20295",945,25.39,78.6,21.41,101.9,2.818,332.1
"20296",1000,26.02,75.3,21.32,101.9,3.547,602.6
"20297",1015,26.94,72.3,21.53,101.89,3.413,701
"20298",1030,27.25,70.1,21.34,101.88,3.403,804
"20299",1045,27.7,68.67,21.43,101.87,3.394,660.4
"20300",1100,27.81,67.59,21.28,101.86,3.87,876
"20301",1115,27.98,66.31,21.13,101.86,3.333,644.9
"20302",1130,27.62,68.19,21.24,101.85,2.286,429.6
"20303",1145,27.98,67.1,21.33,101.85,2.497,605.5
"20304",1200,28.68,64.28,21.28,101.85,3.625,922
"20305",1215,28.91,62.7,21.09,101.85,3.209,761
"20306",1230,28.81,63.81,21.3,101.85,3.08,793
"20307",1245,28.84,63,21.11,101.83,2.346,529.9
"20308",1300,29.4,61.32,21.19,101.82,2.962,927
"20309",1315,29.62,59.77,20.99,101.81,3.395,749
"20310",1330,29.43,59.79,20.81,101.78,3.232,614.7
"20311",1345,29.49,59.87,20.89,101.76,3.003,883
"20312",1400,30.17,56.65,20.63,101.74,3.493,912
"20313",1415,30.32,55.43,20.41,101.72,3.167,895
"20314",1430,30.61,55.09,20.59,101.71,2.714,875
"20315",1445,30.77,53.95,20.39,101.69,2.656,886
"20316",1500,30.89,53.68,20.43,101.67,2.823,901
"20317",1515,31.11,52.41,20.24,101.65,2.773,681.7
"20318",1530,30.02,58.69,21.06,101.64,5.059,632.5
"20319",1545,29.13,61.29,20.93,101.63,2.991,649.8
"20320",1600,29,62.75,21.15,101.64,4.871,442.7
"20321",1615,25.11,79.9,21.41,101.65,2.908,128.6
"20322",1630,25.45,83,22.36,101.65,2.771,155.9
"20323",1645,24.21,85.5,21.63,101.69,5.47,194.7
"20324",1700,24.36,85.7,21.82,101.67,2.615,476.9
"20325",1715,25.97,79.5,22.15,101.63,2.222,580.7
"20326",1730,27.57,70.6,21.76,101.6,2.413,442.8
"20327",1745,27.87,69.43,21.77,101.6,1.465,256.2
"20328",1800,27.82,70.7,22.03,101.62,1.411,190.9
"20329",1815,28.03,69.53,21.95,101.62,1.751,251.2
"20330",1830,28.35,66.32,21.48,101.64,1.845,250.3
"20331",1845,28.51,65,21.31,101.65,1.608,185.6
"20332",1900,28.39,65.08,21.21,101.66,1.424,134.3
"20333",1915,27.9,68.19,21.51,101.67,1.4,69.74
"20334",1930,27.09,74.7,22.23,101.69,1.186,10.74
"20335",1945,26.7,76.9,22.33,101.71,1.083,5.32
"20336",2000,26.24,79.4,22.41,101.74,0.755,4.16
"20337",2015,25.98,80.5,22.37,101.74,0.858,4.17
"20338",2030,25.71,81.9,22.4,101.76,0.9,4.16
"20339",2045,25.3,85.9,22.79,101.78,1.009,4.15
"20340",2100,25.14,84.6,22.37,101.79,1.144,4.14
"20341",2115,25.42,80.8,21.89,101.8,1.333,4.14
"20342",2130,25.29,79.4,21.48,101.78,1.408,4.14
"20343",2145,24.97,80.9,21.48,101.78,1.415,4.15
"20344",2200,24.73,82.1,21.49,101.77,1.667,4.14
"20345",2215,24.72,80.6,21.17,101.78,1.621,4.16
"20346",2230,24.78,80.1,21.12,101.81,1.488,4.16
"20347",2245,24.62,81.6,21.27,101.81,1.314,4.17
"20348",2300,24.43,82.1,21.19,101.81,1.473,4.17
"20349",2315,24.46,81.5,21.1,101.8,1.757,4.16
"20350",2330,24.17,83.1,21.14,101.8,1.808,4.17
"20351",2345,24.04,83.4,21.07,101.8,1.611,4.16
"20352",2400,23.85,84.5,21.1,101.79,1.979,4.16
"20353",15,23.55,86.4,21.17,101.79,1.655,4.17
"20354",30,23.39,87.5,21.21,101.79,1.24,4.17
"20355",45,23.3,87.9,21.2,101.77,1.454,4.14
"20356",100,23.35,87.9,21.25,101.78,1.502,4.15
"20357",115,23.55,86.6,21.21,101.79,1.485,4.16
"20358",130,23.53,86.5,21.16,101.79,1.98,4.16
"20359",145,23.58,85.7,21.06,101.78,2.078,4.16
"20360",200,23.68,85.3,21.08,101.78,2.179,4.16
"20361",215,23.73,84.9,21.06,101.76,2.441,4.14
"20362",230,23.71,84.3,20.91,101.75,2.243,4.14
"20363",245,23.61,84.3,20.83,101.73,2.394,4.16
"20364",300,23.41,85.3,20.83,101.73,2.274,4.16
"20365",315,23.26,85.8,20.77,101.73,2.121,4.16
"20366",330,23.08,86.5,20.71,101.73,2.224,4.16
"20367",345,22.96,86.9,20.69,101.73,2.236,4.16
"20368",400,22.88,87.1,20.64,101.71,2.142,4.16
"20369",415,22.8,87.6,20.65,101.71,1.947,4.16
"20370",430,22.79,87.9,20.7,101.74,1.52,4.16
"20371",445,22.8,88,20.73,101.76,2.058,4.16
"20372",500,22.6,88.7,20.65,101.76,1.833,4.17
"20373",515,22.35,89.8,20.61,101.78,1.423,4.16
"20374",530,22.13,90.9,20.59,101.8,1.221,4.16
"20375",545,22.06,91.5,20.63,101.81,1.273,4.79
"20376",600,21.94,91.8,20.56,101.82,1.416,8.21
"20377",615,21.74,92.4,20.48,101.83,1.305,18.42
"20378",630,21.69,93.2,20.55,101.84,1.523,38.62
"20379",645,21.96,92.7,20.73,101.84,1.603,76.5
"20380",700,22.37,91.5,20.93,101.85,1.418,114
"20381",715,23.12,88.9,21.2,101.85,1.179,162.1
"20382",730,23.95,85.6,21.41,101.87,1.177,212.4
"20383",745,24.31,85.8,21.79,101.89,1.873,223.1
"20384",800,24.19,86.9,21.89,101.9,3.211,178.2
"20385",815,24.11,87.1,21.86,101.9,2.997,229.8
"20386",830,24.52,85.4,21.92,101.91,2.416,367
"20387",845,24.7,84.1,21.85,101.92,1.995,325.8
"20388",900,24.92,83.2,21.89,101.92,2.194,354.8
"20389",915,25.81,77.8,21.65,101.92,1.904,644.3
"20390",930,26.33,75.1,21.58,101.93,1.881,661.2
"20391",945,26.75,73.1,21.55,101.94,2.089,737
"20392",1000,26.92,72.2,21.51,101.96,2.066,806
"20393",1015,27.44,70.5,21.62,101.95,1.645,786
"20394",1030,27.77,69,21.58,101.95,1.128,812
"20395",1045,28.09,67.41,21.5,101.94,1.847,718
"20396",1100,27.71,67.97,21.28,101.94,1.075,438.3
"20397",1115,28.46,66.19,21.55,101.92,1.744,914
"20398",1130,28.4,65.59,21.34,101.91,1.763,745
"20399",1145,28.63,64.94,21.41,101.9,2.457,967
"20400",1200,28.95,62.1,20.98,101.89,2.227,980
"20401",1215,29.04,61.85,21,101.86,1.943,937
"20402",1230,29.45,60.99,21.15,101.84,1.727,935
"20403",1245,29.38,61.74,21.28,101.82,2.211,957
"20404",1300,29.57,59.72,20.93,101.8,1.997,954
"20405",1315,29.74,58.2,20.67,101.78,2.123,979
"20406",1330,29.7,58.96,20.84,101.75,1.935,657.3
"20407",1345,30.12,57.14,20.72,101.73,2.235,973
"20408",1400,30.36,54.93,20.3,101.72,1.942,688.1
"20409",1415,30.54,53.31,19.99,101.72,1.645,911
"20410",1430,30.73,53.1,20.1,101.72,2.089,863
"20411",1445,31,53.18,20.38,101.7,2.046,887
"20412",1500,30.87,51.14,19.62,101.67,2.468,732
"20413",1515,31.15,53.18,20.51,101.66,2.276,810
"20414",1530,30.98,52.34,20.11,101.66,2.051,492.6
"20415",1545,30.55,52.42,19.73,101.66,1.336,296.3
"20416",1600,31.07,52.27,20.16,101.64,1.336,590.1
"20417",1615,31.36,51.12,20.07,101.63,1.907,549.3
"20418",1630,30.8,50.91,19.48,101.62,1.423,282.1
"20419",1645,30.8,52.15,19.87,101.62,1.293,356
"20420",1700,31.42,49.26,19.53,101.62,1.579,451.7
"20421",1715,31.18,49.95,19.53,101.59,1.886,414.1
"20422",1730,31.1,50.12,19.51,101.57,2.099,311.1
"20423",1745,30.59,51.19,19.38,101.56,1.712,116.9
"20424",1800,30.5,52.66,19.76,101.56,2.09,227.7
"20425",1815,30.52,53.72,20.1,101.55,1.513,173
"20426",1830,30.15,56.05,20.43,101.55,1.69,125.3
"20427",1845,29.79,56.51,20.23,101.57,0.901,52
"20428",1900,29.45,58.87,20.57,101.57,0.731,41.5
"20429",1915,28.96,61.72,20.89,101.59,0.513,29.15
"20430",1930,28.53,62.08,20.57,101.61,0.53,15.74
"20431",1945,28.18,62.51,20.36,101.61,0.658,5.45
"20432",2000,27.44,66.59,20.69,101.63,0.727,4.14
"20433",2015,27.08,68.75,20.85,101.65,0.659,4.14
"20434",2030,26.57,70.8,20.85,101.67,0.704,4.13
"20435",2045,26.32,71.6,20.79,101.69,0.619,4.13
"20436",2100,25.76,75.2,21.04,101.72,0.566,4.11
"20437",2115,25.9,73.9,20.9,101.72,0.583,4.14
"20438",2130,25.8,74.8,21.01,101.73,0.82,4.12
"20439",2145,25.31,77.1,21.03,101.73,0.456,4.1
"20440",2200,25.06,78.4,21.06,101.73,0.543,4.12
"20441",2215,24.98,79,21.09,101.73,0.852,4.1
"20442",2230,25.08,78,20.98,101.74,1.23,4.07
"20443",2245,25.1,77.3,20.86,101.75,0.958,4.11
"20444",2300,25.48,75,20.75,101.75,0.902,4.13
"20445",2315,25.19,76.6,20.81,101.76,0.93,4.15
"20446",2330,25.09,77,20.79,101.77,0.967,4.14
"20447",2345,25.13,76.7,20.77,101.76,0.915,4.14
"20448",2400,25.05,76.8,20.71,101.75,1.001,4.13
"20449",15,25.16,76.3,20.71,101.75,0.984,4.14
"20450",30,24.83,78.5,20.85,101.74,0.892,4.13
"20451",45,23.79,84.5,21.03,101.73,0.562,4.15
"20452",100,23.17,87.6,21.01,101.73,0.447,4.13
"20453",115,23.47,86.1,21.04,101.72,0.55,4.15
"20454",130,23.18,87.4,21,101.72,0.554,4.16
"20455",145,22.84,88.5,20.85,101.71,0.612,4.16
"20456",200,22.54,90.1,20.85,101.71,0.46,4.17
"20457",215,22.56,90,20.86,101.7,0.448,4.17
"20458",230,22.67,89.8,20.92,101.7,0.447,4.16
"20459",245,22.49,90.2,20.83,101.7,0.945,4.15
"20460",300,22.42,90.8,20.86,101.7,0.579,4.16
"20461",315,22.48,90.7,20.91,101.7,0.482,4.16
"20462",330,22.51,90.9,20.97,101.69,0.447,4.16
"20463",345,22.78,88.7,20.84,101.69,0.447,4.16
"20464",400,22.33,90,20.63,101.68,0.447,4.16
"20465",415,22.19,90.8,20.63,101.68,0.647,4.16
"20466",430,22.39,89.8,20.66,101.69,0.859,4.16
"20467",445,21.96,91.4,20.51,101.69,0.588,4.17
"20468",500,21.96,92.3,20.67,101.7,0.533,4.16
"20469",515,22.03,91.8,20.64,101.69,0.472,4.15
"20470",530,22.01,92.4,20.74,101.7,0.464,4.16
"20471",545,21.97,92.6,20.73,101.71,0.783,5.03
"20472",600,22.25,91,20.73,101.73,0.64,9.35
"20473",615,22.2,91.5,20.75,101.74,0.68,17.73
"20474",630,23.05,87,20.79,101.75,0.874,44.7
"20475",645,23.66,84.3,20.87,101.77,0.872,85.6
"20476",700,24.31,81.5,20.95,101.78,1.148,134.9
"20477",715,24.83,79.5,21.05,101.8,1.067,108
"20478",730,24.62,80,20.95,101.82,0.926,72
"20479",745,24.6,81.1,21.16,101.84,1.276,105.1
"20480",800,24.59,81.4,21.21,101.86,1.148,110.1
"20481",815,24.85,81.5,21.47,101.88,1.122,132.6
"20482",830,25.18,80.2,21.55,101.88,1.03,152.3
"20483",845,25.61,79,21.72,101.87,1.221,286.7
"20484",900,26.54,75.6,21.88,101.86,1.655,480.8
"20485",915,27.7,71.8,22.17,101.86,1.403,517.1
"20486",930,28.43,68.78,22.16,101.87,1.243,556.8
"20487",945,29.03,66.72,22.23,101.88,1.383,593.4
"20488",1000,29.33,64.52,21.96,101.9,1.501,638.4
"20489",1015,29.65,62.54,21.75,101.9,1.467,691.4
"20490",1030,30.24,60.77,21.84,101.9,1.336,765
"20491",1045,30.37,58.24,21.27,101.9,1.71,805
"20492",1100,29.93,59.12,21.1,101.9,1.465,343.9
"20493",1115,30,59.53,21.27,101.89,1.623,571.1
"20494",1130,29.87,61.28,21.62,101.88,1.927,443.3
"20495",1145,30.02,60.35,21.51,101.86,1.828,578.8
"20496",1200,30.78,56.96,21.28,101.84,1.856,985
"20497",1215,30.98,56.16,21.24,101.82,1.63,473.8
"20498",1230,30.41,57.94,21.22,101.81,2.072,357.6
"20499",1245,30.72,56.61,21.12,101.8,1.987,780
"20500",1300,30.56,55.47,20.65,101.79,1.87,299.6
"20501",1315,30.39,57.21,21,101.76,1.363,501.1
"20502",1330,31.13,55.35,21.14,101.74,1.563,670
"20503",1345,31.53,52.92,20.78,101.72,1.496,634.2
"20504",1400,31.7,52,20.65,101.71,1.857,744
"20505",1415,31.6,53.26,20.95,101.68,2.212,696.9
"20506",1430,31.96,51.07,20.59,101.66,1.803,833
"20507",1445,32.38,50.31,20.74,101.64,1.503,866
"20508",1500,32.18,49.09,20.16,101.63,2.084,299.3
"20509",1515,31.89,50.17,20.25,101.61,2.134,592.9
"20510",1530,32.49,49.58,20.61,101.6,1.851,780
"20511",1545,33.03,47.03,20.24,101.57,2.083,691.7
"20512",1600,32.35,49.46,20.43,101.57,2.288,322.5
"20513",1615,31.33,51.59,20.18,101.57,2.279,104.9
"20514",1630,30.83,54.22,20.53,101.55,2.296,136
"20515",1645,31.03,53.31,20.43,101.55,1.978,159.4
"20516",1700,31.15,55.44,21.19,101.54,1.527,306.7
"20517",1715,31.36,54.16,21,101.52,1.553,214.5
"20518",1730,30.89,55.75,21.04,101.52,1.79,109
"20519",1745,30.54,55.91,20.76,101.51,1.46,65.86
"20520",1800,30.24,59.06,21.37,101.52,1.571,56.78
"20521",1815,29.59,66.91,22.78,101.51,2.153,83.4
"20522",1830,28.75,73.5,23.55,101.5,1.921,94.9
"20523",1845,28.63,73,23.34,101.51,1.95,90.9
"20524",1900,28.65,73,23.34,101.53,1.779,70.6
"20525",1915,28.63,73,23.34,101.55,1.771,51.68
"20526",1930,28.27,75.2,23.47,101.58,1.845,28.5
"20527",1945,27.87,77.4,23.57,101.6,1.351,14.74
"20528",2000,27.47,79.4,23.59,101.61,1.269,5.2
"20529",2015,27.16,80.4,23.51,101.59,0.691,4.12
"20530",2030,27.05,80.7,23.47,101.6,1.621,4.12
"20531",2045,27.24,80,23.5,101.61,1.362,4.11
"20532",2100,27.29,79.5,23.45,101.62,2.014,4.11
"20533",2115,27.08,74.7,22.21,101.61,2.58,4.1
"20534",2130,26.99,71.1,21.32,101.6,1.695,4.12
"20535",2145,26.22,73.4,21.11,101.6,1.392,4.11
"20536",2200,25.64,75,20.91,101.59,1.457,4.09
"20537",2215,25.16,75.7,20.57,101.59,0.822,4.1
"20538",2230,24.99,77.5,20.8,101.58,0.889,4.09
"20539",2245,24.88,78.3,20.85,101.57,1.017,4.1
"20540",2300,24.8,74.9,20.07,101.57,0.986,4.12
"20541",2315,24.83,73,19.67,101.58,1.056,4.13
"20542",2330,24.5,75.1,19.81,101.57,1.133,4.14
"20543",2345,24.37,75.9,19.87,101.56,0.773,4.14
"20544",2400,24.04,78.7,20.13,101.55,1.135,4.14
"20545",15,23.91,80,20.26,101.55,0.696,4.14
"20546",30,23.64,82.2,20.44,101.55,0.499,4.14
"20547",45,23.47,82.8,20.4,101.54,0.473,4.14
"20548",100,23.3,83.7,20.4,101.54,0.452,4.15
"20549",115,23.4,83.1,20.38,101.53,0.448,4.13
"20550",130,23.1,85.1,20.47,101.52,0.565,4.15
"20551",145,23.15,85.5,20.6,101.52,0.691,4.16
"20552",200,23.14,86.1,20.71,101.5,0.754,4.17
"20553",215,23.34,85.5,20.78,101.49,0.671,4.17
"20554",230,23.1,87.1,20.86,101.49,0.64,4.16
"20555",245,22.83,88.3,20.8,101.48,0.595,4.15
"20556",300,22.85,89.1,20.97,101.47,0.538,4.14
"20557",315,22.61,89.6,20.83,101.46,0.538,4.15
"20558",330,22.61,90.3,20.97,101.46,0.453,4.14
"20559",345,22.57,90.5,20.97,101.44,0.447,4.14
"20560",400,22.46,91.2,20.97,101.44,0.462,4.16
"20561",415,22.5,91.3,21.03,101.44,0.477,4.17
"20562",430,22.9,91.2,21.4,101.43,0.7,4.17
"20563",445,23.66,88.1,21.58,101.44,0.986,4.17
"20564",500,23.6,87.7,21.46,101.44,0.626,4.16
"20565",515,23.42,89.2,21.56,101.45,0.559,4.17
"20566",530,23.17,90,21.45,101.47,0.51,4.17
"20567",545,22.89,90.9,21.35,101.48,0.752,4.34
"20568",600,22.58,92.2,21.28,101.49,0.829,7.81
"20569",615,23.02,92.3,21.72,101.5,0.943,18.42
"20570",630,23.14,91.5,21.7,101.51,0.758,37.08
"20571",645,23.55,90.6,21.93,101.51,0.654,72.4
"20572",700,23.95,88.4,21.92,101.52,1.212,102.8
"20573",715,23.96,88.2,21.9,101.52,1.681,151.5
"20574",730,24.24,86.9,21.94,101.53,1.857,201.2
"20575",745,24.52,86,22.05,101.54,2.134,246.4
"20576",800,24.84,84.9,22.15,101.55,1.716,260.3
"20577",815,25.31,83.6,22.34,101.56,1.569,354.6
"20578",830,26.15,80.2,22.48,101.55,1.78,401.9
"20579",845,26.62,79.4,22.78,101.54,1.616,441.9
"20580",900,27.21,77.3,22.9,101.54,1.428,497.6
"20581",915,27.54,75,22.72,101.56,1.594,537.4
"20582",930,27.78,73.1,22.54,101.56,1.41,394.9
"20583",945,28.07,72,22.56,101.56,1.893,725
"20584",1000,28.51,70.3,22.59,101.55,1.707,645.3
"20585",1015,28.48,70.8,22.68,101.54,1.796,625.9
"20586",1030,28.56,69.58,22.48,101.54,1.522,323
"20587",1045,28.63,69.36,22.48,101.53,1.434,439.5
"20588",1100,28.81,69.23,22.63,101.53,1.488,641.1
"20589",1115,29.13,67.97,22.63,101.51,1.74,764
"20590",1130,29.91,63.08,22.13,101.51,1.178,686.2
"20591",1145,30.29,61.16,21.99,101.51,1.282,853
"20592",1200,29.7,62.43,21.77,101.5,1.987,236.5
"20593",1215,28.79,67.43,22.17,101.48,2.079,172
"20594",1230,26.45,74.7,21.6,101.47,2.314,306.1
"20595",1245,26.57,79.6,22.75,101.45,1.365,677.4
"20596",1300,28.28,75.3,23.51,101.46,1.793,611.9
"20597",1315,27.06,72.2,21.65,101.46,1.801,369.2
"20598",1330,26.26,75.1,21.51,101.42,1.528,376.3
"20599",1345,27.21,71.9,21.72,101.4,1.484,675
"20600",1400,29,67.27,22.33,101.39,1.487,789
"20601",1415,30.12,63.92,22.55,101.38,1.756,767
"20602",1430,30.03,65.38,22.84,101.36,1.947,655.1
"20603",1445,30.08,62.84,22.24,101.34,2.017,679.2
